CMDLINE d:\Dropbox\hobby\Modding\Programs\Github\My_Repos\Antistasi_Logbook\.venv\Scripts\python.exe d:\Dropbox\hobby\Modding\Programs\Github\My_Repos\Antistasi_Logbook\antistasi_logbook\__main__.py
MEM 567.253906 1672726040.2963
MEM 567.253906 1672726040.4039
MEM 567.253906 1672726040.5223
MEM 567.253906 1672726040.6493
MEM 567.253906 1672726040.7655
MEM 567.253906 1672726040.8755
MEM 567.253906 1672726040.9866
MEM 567.253906 1672726041.0945
MEM 567.253906 1672726041.2042
MEM 567.253906 1672726041.3127
MEM 567.253906 1672726041.4214
MEM 567.253906 1672726041.5312
MEM 567.253906 1672726041.6425
MEM 567.253906 1672726041.7525
MEM 567.253906 1672726041.8604
MEM 567.265625 1672726041.9690
MEM 567.265625 1672726042.0802
MEM 567.265625 1672726042.1861
MEM 567.265625 1672726042.2943
MEM 567.265625 1672726042.4024
MEM 567.265625 1672726042.5128
MEM 567.265625 1672726042.6213
MEM 567.265625 1672726042.7386
MEM 567.265625 1672726042.8490
MEM 567.265625 1672726042.9531
MEM 567.265625 1672726043.0645
MEM 567.265625 1672726043.1803
MEM 567.265625 1672726043.2933
MEM 567.265625 1672726043.4082
MEM 567.265625 1672726043.5274
MEM 567.265625 1672726043.6442
MEM 567.265625 1672726043.7599
MEM 567.265625 1672726043.8652
MEM 567.265625 1672726043.9780
MEM 567.265625 1672726044.0830
MEM 567.265625 1672726044.1925
MEM 567.265625 1672726044.3058
MEM 567.265625 1672726044.4131
MEM 567.265625 1672726044.5223
MEM 567.265625 1672726044.6321
MEM 567.265625 1672726044.7434
MEM 567.265625 1672726044.8501
MEM 567.265625 1672726044.9553
MEM 567.265625 1672726045.0670
MEM 567.265625 1672726045.1780
MEM 567.265625 1672726045.2832
MEM 567.265625 1672726045.3927
MEM 567.265625 1672726045.5031
MEM 567.265625 1672726045.6116
MEM 567.265625 1672726045.7207
MEM 567.265625 1672726045.8293
MEM 567.265625 1672726045.9375
MEM 567.265625 1672726046.0527
MEM 567.265625 1672726046.1571
MEM 567.265625 1672726046.2650
MEM 567.265625 1672726046.3732
MEM 567.265625 1672726046.4821
MEM 567.265625 1672726046.5911
MEM 567.265625 1672726046.7023
MEM 567.265625 1672726046.8134
MEM 567.265625 1672726046.9186
MEM 567.265625 1672726047.0262
MEM 567.265625 1672726047.1351
MEM 567.265625 1672726047.2444
MEM 567.265625 1672726047.3525
MEM 567.265625 1672726047.4619
MEM 567.265625 1672726047.5713
MEM 567.265625 1672726047.6791
MEM 567.265625 1672726047.7909
MEM 567.265625 1672726047.8975
MEM 567.265625 1672726048.0069
MEM 567.265625 1672726048.1150
MEM 567.265625 1672726048.2272
MEM 567.265625 1672726048.3395
MEM 567.265625 1672726048.4440
MEM 567.265625 1672726048.5578
MEM 567.265625 1672726048.6639
MEM 567.265625 1672726048.7723
MEM 567.265625 1672726048.8854
MEM 567.265625 1672726048.9922
MEM 567.265625 1672726049.1094
MEM 567.265625 1672726049.2314
MEM 567.265625 1672726049.3548
MEM 567.265625 1672726049.4660
MEM 567.265625 1672726049.5728
MEM 567.265625 1672726049.6836
MEM 567.265625 1672726049.7886
MEM 567.265625 1672726049.9014
MEM 567.265625 1672726050.0055
MEM 567.265625 1672726050.1223
MEM 567.265625 1672726050.2425
MEM 567.265625 1672726050.3589
MEM 567.265625 1672726050.4742
MEM 567.265625 1672726050.5861
MEM 567.265625 1672726050.7033
MEM 567.265625 1672726050.8272
MEM 567.265625 1672726050.9432
MEM 567.265625 1672726051.0626
MEM 567.265625 1672726051.1828
MEM 567.265625 1672726051.2880
MEM 567.265625 1672726051.3973
MEM 567.265625 1672726051.5043
MEM 567.265625 1672726051.6159
MEM 567.265625 1672726051.7224
MEM 567.265625 1672726051.8311
MEM 567.265625 1672726051.9403
MEM 567.265625 1672726052.0534
MEM 567.265625 1672726052.1673
MEM 567.265625 1672726052.2884
MEM 567.265625 1672726052.3941
MEM 567.265625 1672726052.5041
MEM 567.265625 1672726052.6131
MEM 567.265625 1672726052.7242
MEM 567.265625 1672726052.8383
MEM 567.265625 1672726052.9557
MEM 567.265625 1672726053.0661
MEM 567.265625 1672726053.1774
MEM 567.265625 1672726053.2834
MEM 567.265625 1672726053.3917
MEM 567.265625 1672726053.5000
MEM 567.265625 1672726053.6122
MEM 567.265625 1672726053.7217
MEM 567.265625 1672726053.8293
MEM 567.265625 1672726053.9484
MEM 567.265625 1672726054.0630
MEM 567.265625 1672726054.1697
MEM 567.265625 1672726054.2884
MEM 567.265625 1672726054.4073
MEM 567.265625 1672726054.5141
MEM 567.265625 1672726054.6220
MEM 567.265625 1672726054.7319
MEM 567.265625 1672726054.8419
MEM 567.265625 1672726054.9503
MEM 567.265625 1672726055.0632
MEM 567.265625 1672726055.1792
MEM 567.265625 1672726055.2974
MEM 567.265625 1672726055.4178
MEM 567.265625 1672726055.5377
MEM 567.265625 1672726055.6441
MEM 567.265625 1672726055.7547
MEM 567.265625 1672726055.8653
MEM 567.265625 1672726055.9756
MEM 567.265625 1672726056.0873
MEM 567.265625 1672726056.2042
MEM 567.265625 1672726056.3133
MEM 567.265625 1672726056.4314
MEM 567.265625 1672726056.5415
MEM 567.265625 1672726056.6490
MEM 567.265625 1672726056.7587
MEM 567.265625 1672726056.8763
MEM 567.265625 1672726056.9953
MEM 567.265625 1672726057.1064
MEM 567.265625 1672726057.2127
MEM 567.265625 1672726057.3218
MEM 567.265625 1672726057.4281
MEM 567.265625 1672726057.5362
MEM 567.265625 1672726057.6467
MEM 567.265625 1672726057.7633
MEM 567.265625 1672726057.8837
MEM 567.265625 1672726057.9879
MEM 567.265625 1672726058.1000
MEM 567.265625 1672726058.2131
MEM 567.265625 1672726058.3327
MEM 567.265625 1672726058.4391
MEM 567.265625 1672726058.5472
MEM 567.265625 1672726058.6570
MEM 567.265625 1672726058.7725
MEM 567.265625 1672726058.8770
MEM 567.265625 1672726058.9902
MEM 567.265625 1672726059.0950
MEM 567.265625 1672726059.2063
MEM 567.265625 1672726059.3139
MEM 567.265625 1672726059.4233
MEM 567.265625 1672726059.5437
MEM 567.265625 1672726059.6598
MEM 567.265625 1672726059.7707
MEM 567.265625 1672726059.8762
MEM 567.265625 1672726059.9946
MEM 567.265625 1672726060.1216
MEM 567.265625 1672726060.2359
MEM 567.265625 1672726060.3456
MEM 567.265625 1672726060.4604
MEM 567.265625 1672726060.5671
MEM 567.265625 1672726060.6765
MEM 567.265625 1672726060.7955
MEM 567.265625 1672726060.9184
MEM 567.265625 1672726061.0244
MEM 567.265625 1672726061.1312
MEM 567.265625 1672726061.2421
MEM 567.265625 1672726061.3518
MEM 567.265625 1672726061.4617
MEM 567.265625 1672726061.5732
MEM 567.265625 1672726061.6814
MEM 567.265625 1672726061.7845
MEM 567.265625 1672726061.8932
MEM 567.265625 1672726062.0032
MEM 567.265625 1672726062.1118
MEM 567.265625 1672726062.2220
MEM 567.265625 1672726062.3292
MEM 567.265625 1672726062.4353
MEM 567.265625 1672726062.5440
MEM 567.265625 1672726062.6530
MEM 567.265625 1672726062.7633
MEM 567.265625 1672726062.8765
MEM 567.265625 1672726062.9819
MEM 567.265625 1672726063.0900
MEM 567.265625 1672726063.2061
MEM 567.265625 1672726063.3282
MEM 567.265625 1672726063.4335
MEM 567.265625 1672726063.5432
MEM 567.265625 1672726063.6545
MEM 567.265625 1672726063.7613
MEM 567.265625 1672726063.8795
MEM 567.265625 1672726064.0027
MEM 567.265625 1672726064.1173
MEM 567.265625 1672726064.2327
MEM 567.265625 1672726064.3423
MEM 567.265625 1672726064.4538
MEM 567.265625 1672726064.5584
MEM 567.265625 1672726064.6667
MEM 567.265625 1672726064.7795
MEM 567.265625 1672726064.8938
MEM 567.265625 1672726065.0105
MEM 567.265625 1672726065.1316
MEM 567.265625 1672726065.2467
MEM 567.265625 1672726065.3567
MEM 567.265625 1672726065.4762
MEM 567.265625 1672726065.5898
MEM 567.265625 1672726065.6989
MEM 567.265625 1672726065.8152
MEM 567.265625 1672726065.9183
MEM 567.265625 1672726066.0264
MEM 567.265625 1672726066.1359
MEM 567.265625 1672726066.2436
MEM 567.265625 1672726066.3557
MEM 567.265625 1672726066.4626
MEM 567.265625 1672726066.5712
MEM 567.265625 1672726066.6810
MEM 567.265625 1672726066.7945
MEM 567.265625 1672726066.9021
MEM 567.265625 1672726067.0077
MEM 567.265625 1672726067.1174
MEM 567.265625 1672726067.2277
MEM 567.265625 1672726067.3374
MEM 567.265625 1672726067.4482
MEM 567.265625 1672726067.5653
MEM 567.265625 1672726067.6822
MEM 567.265625 1672726067.7913
MEM 567.265625 1672726067.9011
MEM 567.265625 1672726068.0113
MEM 567.265625 1672726068.1202
MEM 567.265625 1672726068.2321
MEM 567.265625 1672726068.3453
MEM 567.265625 1672726068.4706
MEM 567.265625 1672726068.5938
MEM 567.265625 1672726068.6983
MEM 567.265625 1672726068.8058
MEM 567.265625 1672726068.9170
MEM 567.265625 1672726069.0255
MEM 567.265625 1672726069.1364
MEM 567.265625 1672726069.2453
MEM 567.265625 1672726069.3552
MEM 567.265625 1672726069.4676
MEM 567.265625 1672726069.5756
MEM 567.265625 1672726069.6845
MEM 567.265625 1672726069.7913
MEM 567.265625 1672726069.9061
MEM 567.265625 1672726070.0240
MEM 567.265625 1672726070.1341
MEM 567.265625 1672726070.2513
MEM 567.265625 1672726070.3707
MEM 567.265625 1672726070.4862
MEM 567.265625 1672726070.6073
MEM 567.265625 1672726070.7134
MEM 567.265625 1672726070.8316
MEM 567.265625 1672726070.9483
MEM 567.265625 1672726071.0579
MEM 567.265625 1672726071.1685
MEM 567.265625 1672726071.2781
MEM 567.265625 1672726071.3861
MEM 567.265625 1672726071.4942
MEM 567.265625 1672726071.6029
MEM 567.265625 1672726071.7111
MEM 567.265625 1672726071.8193
MEM 567.265625 1672726071.9284
MEM 567.265625 1672726072.0371
MEM 567.265625 1672726072.1565
MEM 567.265625 1672726072.2816
MEM 567.265625 1672726072.3973
MEM 567.265625 1672726072.5053
MEM 567.265625 1672726072.6234
MEM 567.265625 1672726072.7391
MEM 567.265625 1672726072.8493
MEM 567.265625 1672726072.9580
MEM 567.265625 1672726073.0700
MEM 567.265625 1672726073.1783
MEM 567.265625 1672726073.2832
MEM 567.265625 1672726073.3920
MEM 567.265625 1672726073.5031
MEM 567.265625 1672726073.6153
MEM 567.265625 1672726073.7221
MEM 567.265625 1672726073.8364
MEM 567.265625 1672726073.9433
MEM 567.265625 1672726074.0519
MEM 567.265625 1672726074.1655
MEM 567.265625 1672726074.2705
MEM 567.265625 1672726074.3799
MEM 567.265625 1672726074.4893
MEM 567.265625 1672726074.5981
MEM 567.265625 1672726074.7070
MEM 567.265625 1672726074.8150
MEM 567.265625 1672726074.9238
MEM 567.265625 1672726075.0330
MEM 567.265625 1672726075.1444
MEM 567.265625 1672726075.2499
MEM 567.265625 1672726075.3652
MEM 567.265625 1672726075.4832
MEM 567.265625 1672726075.5920
MEM 567.265625 1672726075.7009
MEM 567.265625 1672726075.8090
MEM 567.265625 1672726075.9181
MEM 567.265625 1672726076.0270
MEM 567.265625 1672726076.1357
MEM 567.265625 1672726076.2440
MEM 567.265625 1672726076.3530
MEM 567.265625 1672726076.4612
MEM 567.265625 1672726076.5698
MEM 567.265625 1672726076.6878
MEM 567.265625 1672726076.8050
MEM 567.265625 1672726076.9172
MEM 567.265625 1672726077.0255
MEM 567.265625 1672726077.1432
MEM 567.265625 1672726077.2650
MEM 567.265625 1672726077.3822
MEM 567.265625 1672726077.4914
MEM 567.265625 1672726077.6002
MEM 567.265625 1672726077.7108
MEM 567.265625 1672726077.8201
MEM 567.265625 1672726077.9306
MEM 567.265625 1672726078.0386
MEM 567.265625 1672726078.1505
MEM 567.265625 1672726078.2606
MEM 567.265625 1672726078.3687
MEM 567.265625 1672726078.4885
MEM 567.265625 1672726078.6035
MEM 567.265625 1672726078.7111
MEM 567.265625 1672726078.8285
MEM 567.265625 1672726078.9443
MEM 567.265625 1672726079.0534
MEM 567.265625 1672726079.1622
MEM 567.265625 1672726079.2710
MEM 567.265625 1672726079.3821
MEM 567.265625 1672726079.4904
MEM 567.265625 1672726079.6045
MEM 567.265625 1672726079.7118
MEM 567.265625 1672726079.8272
MEM 567.265625 1672726079.9415
MEM 567.265625 1672726080.0603
MEM 567.265625 1672726080.1833
MEM 567.265625 1672726080.3072
MEM 567.265625 1672726080.4251
MEM 567.265625 1672726080.5344
MEM 567.265625 1672726080.6470
MEM 567.265625 1672726080.7621
MEM 567.265625 1672726080.8773
MEM 567.265625 1672726080.9974
MEM 567.265625 1672726081.1216
MEM 567.265625 1672726081.2344
MEM 567.265625 1672726081.3482
MEM 567.265625 1672726081.4538
MEM 567.265625 1672726081.5627
MEM 567.265625 1672726081.6722
MEM 567.265625 1672726081.7812
MEM 567.265625 1672726081.8899
MEM 567.265625 1672726081.9993
MEM 567.265625 1672726082.1183
MEM 567.265625 1672726082.2354
MEM 567.265625 1672726082.3433
MEM 567.265625 1672726082.4560
MEM 567.265625 1672726082.5644
MEM 567.265625 1672726082.6836
MEM 567.265625 1672726082.8027
MEM 567.265625 1672726082.9074
MEM 567.265625 1672726083.0207
MEM 567.265625 1672726083.1345
MEM 567.265625 1672726083.2513
MEM 567.265625 1672726083.3647
MEM 567.265625 1672726083.4756
MEM 567.265625 1672726083.5826
MEM 567.265625 1672726083.6865
MEM 567.265625 1672726083.7953
MEM 567.265625 1672726083.9069
MEM 567.265625 1672726084.0141
MEM 567.265625 1672726084.1239
MEM 567.265625 1672726084.2324
MEM 567.265625 1672726084.3412
MEM 567.265625 1672726084.4502
MEM 567.265625 1672726084.5587
MEM 567.265625 1672726084.6706
MEM 567.265625 1672726084.7882
MEM 567.265625 1672726084.9075
MEM 567.265625 1672726085.0203
MEM 567.265625 1672726085.1366
MEM 567.265625 1672726085.2532
MEM 567.265625 1672726085.3700
MEM 567.265625 1672726085.4790
MEM 567.265625 1672726085.5990
MEM 567.265625 1672726085.7129
MEM 567.265625 1672726085.8288
MEM 567.265625 1672726085.9461
MEM 567.265625 1672726086.0573
MEM 567.265625 1672726086.1631
MEM 567.265625 1672726086.2714
MEM 567.265625 1672726086.3830
MEM 567.265625 1672726086.4880
MEM 567.265625 1672726086.5983
MEM 567.265625 1672726086.7153
MEM 567.265625 1672726086.8189
MEM 567.265625 1672726086.9279
MEM 567.265625 1672726087.0359
MEM 567.265625 1672726087.1484
MEM 567.265625 1672726087.2551
MEM 567.265625 1672726087.3631
MEM 567.265625 1672726087.4732
MEM 567.265625 1672726087.5876
MEM 567.265625 1672726087.7064
MEM 567.265625 1672726087.8151
MEM 567.265625 1672726087.9233
MEM 567.265625 1672726088.0315
MEM 567.265625 1672726088.1421
MEM 567.265625 1672726088.2512
MEM 567.265625 1672726088.3605
MEM 567.265625 1672726088.4727
MEM 567.265625 1672726088.5805
MEM 567.265625 1672726088.6863
MEM 567.265625 1672726088.7964
MEM 567.265625 1672726088.9064
MEM 567.265625 1672726089.0143
MEM 567.265625 1672726089.1304
MEM 567.265625 1672726089.2349
MEM 567.265625 1672726089.3442
MEM 567.265625 1672726089.4543
MEM 567.265625 1672726089.5621
MEM 567.265625 1672726089.6711
MEM 567.265625 1672726089.7794
MEM 567.265625 1672726089.8893
MEM 567.265625 1672726090.0032
MEM 567.265625 1672726090.1082
MEM 567.265625 1672726090.2174
MEM 567.265625 1672726090.3254
MEM 567.265625 1672726090.4359
MEM 567.265625 1672726090.5495
MEM 567.265625 1672726090.6543
MEM 567.265625 1672726090.7715
MEM 567.265625 1672726090.8893
MEM 567.265625 1672726090.9983
MEM 567.265625 1672726091.1095
MEM 567.265625 1672726091.2206
MEM 567.265625 1672726091.3279
MEM 567.265625 1672726091.4383
MEM 567.265625 1672726091.5464
MEM 567.265625 1672726091.6554
MEM 567.265625 1672726091.7703
MEM 567.265625 1672726091.8941
MEM 567.265625 1672726091.9973
MEM 567.265625 1672726092.1118
MEM 567.265625 1672726092.2167
MEM 567.265625 1672726092.3285
MEM 567.265625 1672726092.4351
MEM 567.265625 1672726092.5460
MEM 567.265625 1672726092.6530
MEM 567.265625 1672726092.7618
MEM 567.265625 1672726092.8722
MEM 567.265625 1672726092.9803
MEM 567.265625 1672726093.0884
MEM 567.265625 1672726093.2006
MEM 567.265625 1672726093.3103
MEM 567.265625 1672726093.4204
MEM 567.265625 1672726093.5365
MEM 567.265625 1672726093.6613
MEM 567.265625 1672726093.7842
MEM 567.265625 1672726093.9112
MEM 567.265625 1672726094.0277
MEM 567.265625 1672726094.1400
MEM 567.265625 1672726094.2524
MEM 567.265625 1672726094.3561
MEM 567.265625 1672726094.4675
MEM 567.265625 1672726094.5774
MEM 567.265625 1672726094.6926
MEM 567.265625 1672726094.8093
MEM 567.265625 1672726094.9244
MEM 567.265625 1672726095.0446
MEM 567.265625 1672726095.1524
MEM 567.265625 1672726095.2594
MEM 567.265625 1672726095.3680
MEM 567.265625 1672726095.4858
MEM 567.265625 1672726095.6070
MEM 567.265625 1672726095.7172
MEM 567.265625 1672726095.8324
MEM 567.265625 1672726095.9479
MEM 567.265625 1672726096.0558
MEM 567.265625 1672726096.1657
MEM 567.265625 1672726096.2754
MEM 567.265625 1672726096.3853
MEM 567.265625 1672726096.4942
MEM 567.265625 1672726096.6087
MEM 567.265625 1672726096.7283
MEM 567.265625 1672726096.8358
MEM 567.265625 1672726096.9443
MEM 567.265625 1672726097.0543
MEM 567.265625 1672726097.1661
MEM 567.265625 1672726097.2763
MEM 567.265625 1672726097.3820
MEM 567.265625 1672726097.4912
MEM 567.265625 1672726097.6046
MEM 567.265625 1672726097.7102
MEM 567.265625 1672726097.8198
MEM 567.265625 1672726097.9282
MEM 567.265625 1672726098.0378
MEM 567.265625 1672726098.1487
MEM 567.265625 1672726098.2596
MEM 567.265625 1672726098.3660
MEM 567.265625 1672726098.4744
MEM 567.265625 1672726098.5899
MEM 567.265625 1672726098.7176
MEM 567.265625 1672726098.8342
MEM 567.265625 1672726098.9447
MEM 567.265625 1672726099.0534
MEM 567.265625 1672726099.1622
MEM 567.265625 1672726099.2727
MEM 567.265625 1672726099.3811
MEM 567.265625 1672726099.4885
MEM 567.265625 1672726099.6031
MEM 567.265625 1672726099.7202
MEM 567.265625 1672726099.8300
MEM 567.265625 1672726099.9390
MEM 567.265625 1672726100.0463
MEM 567.265625 1672726100.1554
MEM 567.265625 1672726100.2644
MEM 567.265625 1672726100.3721
MEM 567.265625 1672726100.4803
MEM 567.265625 1672726100.5909
MEM 567.265625 1672726100.7032
MEM 567.265625 1672726100.8113
MEM 567.265625 1672726100.9203
MEM 567.265625 1672726101.0291
MEM 567.265625 1672726101.1378
MEM 567.265625 1672726101.2471
MEM 567.265625 1672726101.3575
MEM 567.265625 1672726101.4666
MEM 567.265625 1672726101.5864
MEM 567.265625 1672726101.7097
MEM 567.265625 1672726101.8318
MEM 567.265625 1672726101.9352
MEM 567.265625 1672726102.0437
MEM 567.265625 1672726102.1563
MEM 567.265625 1672726102.2635
MEM 567.265625 1672726102.3722
MEM 567.265625 1672726102.4835
MEM 567.265625 1672726102.6004
MEM 567.265625 1672726102.7159
MEM 567.265625 1672726102.8247
MEM 567.265625 1672726102.9334
MEM 567.265625 1672726103.0436
MEM 567.265625 1672726103.1520
MEM 567.265625 1672726103.2610
MEM 567.265625 1672726103.3682
MEM 567.265625 1672726103.4770
MEM 567.265625 1672726103.5852
MEM 567.265625 1672726103.6982
MEM 567.265625 1672726103.8061
MEM 567.265625 1672726103.9186
MEM 567.265625 1672726104.0226
MEM 567.265625 1672726104.1331
MEM 567.265625 1672726104.2406
MEM 567.265625 1672726104.3535
MEM 567.265625 1672726104.4603
MEM 567.265625 1672726104.5685
MEM 567.265625 1672726104.6837
MEM 567.265625 1672726104.7873
MEM 567.265625 1672726104.8999
MEM 567.265625 1672726105.0142
MEM 567.265625 1672726105.1361
MEM 567.265625 1672726105.2403
MEM 567.265625 1672726105.3495
MEM 567.265625 1672726105.4564
MEM 567.265625 1672726105.5683
MEM 567.265625 1672726105.6752
MEM 567.265625 1672726105.7884
MEM 567.265625 1672726105.8946
MEM 567.265625 1672726106.0133
MEM 567.265625 1672726106.1281
MEM 567.265625 1672726106.2456
MEM 567.265625 1672726106.3632
MEM 567.265625 1672726106.4748
MEM 567.265625 1672726106.5837
MEM 567.265625 1672726106.6940
MEM 567.265625 1672726106.8054
MEM 567.265625 1672726106.9118
MEM 567.265625 1672726107.0181
MEM 567.265625 1672726107.1341
MEM 567.265625 1672726107.2512
MEM 567.265625 1672726107.3695
MEM 567.265625 1672726107.4854
MEM 567.265625 1672726107.5922
MEM 567.265625 1672726107.7034
MEM 567.265625 1672726107.8091
MEM 567.265625 1672726107.9272
MEM 567.265625 1672726108.0432
MEM 567.265625 1672726108.1519
MEM 567.265625 1672726108.2590
MEM 567.265625 1672726108.3681
MEM 567.265625 1672726108.4782
MEM 567.265625 1672726108.5931
MEM 567.265625 1672726108.7104
MEM 567.265625 1672726108.8170
MEM 567.265625 1672726108.9271
MEM 567.265625 1672726109.0372
MEM 567.265625 1672726109.1473
MEM 567.265625 1672726109.2553
MEM 567.265625 1672726109.3664
MEM 567.265625 1672726109.4763
MEM 567.265625 1672726109.5841
MEM 567.265625 1672726109.7015
MEM 567.265625 1672726109.8170
MEM 567.265625 1672726109.9309
MEM 567.265625 1672726110.0350
MEM 567.265625 1672726110.1515
MEM 567.265625 1672726110.2722
MEM 567.265625 1672726110.3791
MEM 567.265625 1672726110.4894
MEM 567.265625 1672726110.5984
MEM 567.265625 1672726110.7083
MEM 567.265625 1672726110.8227
MEM 567.265625 1672726110.9455
MEM 567.265625 1672726111.0502
MEM 567.265625 1672726111.1663
MEM 567.265625 1672726111.2838
MEM 567.265625 1672726111.4008
MEM 567.265625 1672726111.5198
MEM 567.265625 1672726111.6293
MEM 567.265625 1672726111.7365
MEM 567.265625 1672726111.8458
MEM 567.265625 1672726111.9562
MEM 567.265625 1672726112.0745
MEM 567.265625 1672726112.2009
MEM 567.265625 1672726112.3219
MEM 567.265625 1672726112.4280
MEM 567.265625 1672726112.5377
MEM 567.265625 1672726112.6476
MEM 567.265625 1672726112.7551
MEM 567.265625 1672726112.8646
MEM 567.265625 1672726112.9811
MEM 567.265625 1672726113.0990
MEM 567.265625 1672726113.2174
MEM 567.265625 1672726113.3343
MEM 567.265625 1672726113.4463
MEM 567.265625 1672726113.5577
MEM 567.265625 1672726113.6645
MEM 567.265625 1672726113.7788
MEM 567.265625 1672726113.8839
MEM 567.265625 1672726113.9944
MEM 567.265625 1672726114.1057
MEM 567.265625 1672726114.2151
MEM 567.265625 1672726114.3255
MEM 567.265625 1672726114.4454
MEM 567.265625 1672726114.5553
MEM 567.265625 1672726114.6624
MEM 567.265625 1672726114.7794
MEM 567.265625 1672726114.8976
MEM 567.265625 1672726115.0052
MEM 567.265625 1672726115.1172
MEM 567.265625 1672726115.2269
MEM 567.265625 1672726115.3314
MEM 567.265625 1672726115.4441
MEM 567.265625 1672726115.5493
MEM 567.265625 1672726115.6598
MEM 567.265625 1672726115.7679
MEM 567.265625 1672726115.8847
MEM 567.265625 1672726116.0037
MEM 567.265625 1672726116.1121
MEM 567.265625 1672726116.2225
MEM 567.265625 1672726116.3309
MEM 567.191406 1672726116.4504
MEM 567.191406 1672726116.5736
MEM 567.191406 1672726116.7004
MEM 567.191406 1672726116.8208
MEM 567.191406 1672726116.9307
MEM 567.191406 1672726117.0493
MEM 567.191406 1672726117.1667
MEM 567.191406 1672726117.2823
MEM 567.191406 1672726117.3916
MEM 567.191406 1672726117.5000
MEM 567.191406 1672726117.6101
MEM 567.191406 1672726117.7205
MEM 567.191406 1672726117.8327
MEM 567.191406 1672726117.9523
MEM 567.191406 1672726118.0639
MEM 567.191406 1672726118.1682
MEM 567.191406 1672726118.2863
MEM 567.191406 1672726118.4003
MEM 567.191406 1672726118.5083
MEM 567.191406 1672726118.6237
MEM 567.191406 1672726118.7347
MEM 567.191406 1672726118.8535
MEM 567.191406 1672726118.9699
MEM 567.191406 1672726119.0897
MEM 567.191406 1672726119.1974
MEM 567.191406 1672726119.3164
MEM 567.191406 1672726119.4301
MEM 567.191406 1672726119.5466
MEM 567.191406 1672726119.6635
MEM 567.191406 1672726119.7751
MEM 567.191406 1672726119.8823
MEM 567.191406 1672726119.9898
MEM 567.191406 1672726120.0994
MEM 567.191406 1672726120.2142
MEM 567.191406 1672726120.3280
MEM 567.191406 1672726120.4451
MEM 567.191406 1672726120.5586
MEM 567.191406 1672726120.6746
MEM 567.191406 1672726120.7880
MEM 567.191406 1672726120.8962
MEM 567.191406 1672726121.0064
MEM 567.191406 1672726121.1254
MEM 567.191406 1672726121.2412
MEM 567.191406 1672726121.3543
MEM 567.191406 1672726121.4641
MEM 567.191406 1672726121.5896
MEM 567.191406 1672726121.7069
MEM 567.191406 1672726121.8166
MEM 567.191406 1672726121.9293
MEM 567.191406 1672726122.0413
MEM 567.191406 1672726122.1628
MEM 567.191406 1672726122.2790
MEM 567.191406 1672726122.3971
MEM 567.191406 1672726122.5018
MEM 567.191406 1672726122.6140
MEM 567.191406 1672726122.7202
MEM 567.191406 1672726122.8373
MEM 567.191406 1672726122.9613
MEM 567.191406 1672726123.0752
MEM 567.191406 1672726123.1901
MEM 567.191406 1672726123.3061
MEM 567.191406 1672726123.4237
MEM 567.191406 1672726123.5319
MEM 567.191406 1672726123.6396
MEM 567.191406 1672726123.7509
MEM 567.191406 1672726123.8606
MEM 567.191406 1672726123.9686
MEM 567.191406 1672726124.0774
MEM 567.191406 1672726124.1957
MEM 567.191406 1672726124.3106
MEM 567.191406 1672726124.4202
MEM 567.191406 1672726124.5281
MEM 567.191406 1672726124.6382
MEM 567.191406 1672726124.7515
MEM 567.191406 1672726124.8566
MEM 567.191406 1672726124.9762
MEM 567.191406 1672726125.0902
MEM 567.191406 1672726125.2008
MEM 567.191406 1672726125.3095
MEM 567.191406 1672726125.4193
MEM 567.191406 1672726125.5319
MEM 567.191406 1672726125.6434
MEM 567.191406 1672726125.7602
MEM 567.191406 1672726125.8702
MEM 567.191406 1672726125.9785
MEM 567.191406 1672726126.0904
MEM 567.191406 1672726126.1965
MEM 567.191406 1672726126.3064
MEM 567.191406 1672726126.4163
MEM 567.191406 1672726126.5253
MEM 567.191406 1672726126.6368
MEM 567.191406 1672726126.7442
MEM 567.191406 1672726126.8542
MEM 567.191406 1672726126.9626
MEM 567.191406 1672726127.0725
MEM 567.191406 1672726127.1842
MEM 567.191406 1672726127.2924
MEM 567.191406 1672726127.4026
MEM 567.191406 1672726127.5119
MEM 567.191406 1672726127.6198
MEM 567.191406 1672726127.7337
MEM 567.191406 1672726127.8371
MEM 567.191406 1672726127.9459
MEM 567.191406 1672726128.0542
MEM 567.191406 1672726128.1633
MEM 567.191406 1672726128.2773
MEM 567.191406 1672726128.3833
MEM 567.191406 1672726128.4931
MEM 567.191406 1672726128.6035
MEM 567.191406 1672726128.7123
MEM 567.191406 1672726128.8257
MEM 567.191406 1672726128.9312
MEM 567.191406 1672726129.0404
MEM 567.191406 1672726129.1533
MEM 567.191406 1672726129.2723
MEM 567.191406 1672726129.3791
MEM 567.191406 1672726129.4893
MEM 567.191406 1672726129.5986
MEM 567.191406 1672726129.7099
MEM 567.191406 1672726129.8203
MEM 567.191406 1672726129.9283
MEM 567.191406 1672726130.0368
MEM 567.191406 1672726130.1446
MEM 567.191406 1672726130.2535
MEM 567.191406 1672726130.3632
MEM 567.191406 1672726130.4719
MEM 567.191406 1672726130.5811
MEM 567.191406 1672726130.6908
MEM 567.191406 1672726130.8001
MEM 567.191406 1672726130.9124
MEM 567.191406 1672726131.0193
MEM 567.191406 1672726131.1270
MEM 567.191406 1672726131.2368
